"RelativePath","SizeBytes","LastWriteTime","Classification","Destination"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/09_SECURITY/Threat_Model_and_Controls.md","1796","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/09_SECURITY/Threat_Model_and_Controls.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/10_OPERATIONS/Operations_Runbook.md","1656","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/10_OPERATIONS/Operations_Runbook.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/11_REFERENCE_IMPLEMENTATION/Generic_to_Senior_Care_Mapping.md","1623","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/11_REFERENCE_IMPLEMENTATION/Generic_to_Senior_Care_Mapping.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/12_ACCEPTANCE/Enterprise_Acceptance_Checklist.md","2769","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/12_ACCEPTANCE/Enterprise_Acceptance_Checklist.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/CHANGELOG.md","417","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/CHANGELOG.md"
"module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/VERSION.md","91","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_08_Identity_Roles_Profiles_Access_Engine_v1_0/VERSION.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/audit/Audit_Event_Model.md","973","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/audit/Audit_Event_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/configs/CCS_Module_09_Configuration_Catalog.md","4945","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/configs/CCS_Module_09_Configuration_Catalog.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/API_Contracts.md","2354","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/API_Contracts.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/Cross_Module_Contracts.md","3193","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/Cross_Module_Contracts.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/Projection_Contracts.md","2215","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/contracts/Projection_Contracts.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/01_Enterprise_Architecture.md","4378","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/01_Enterprise_Architecture.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/02_Domain_Model.md","4018","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/02_Domain_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/03_Search_Index_Model.md","3632","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/03_Search_Index_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/04_Query_Filter_Facet_Model.md","2996","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/04_Query_Filter_Facet_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/05_Ranking_Discovery_Model.md","3746","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/05_Ranking_Discovery_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/06_Access_Control_Privacy_Model.md","2622","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/06_Access_Control_Privacy_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/07_Multi_Tenant_Boundaries.md","2268","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/07_Multi_Tenant_Boundaries.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/08_Event_Driven_Indexing.md","2583","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/08_Event_Driven_Indexing.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/09_Auditability_Observability.md","2206","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/09_Auditability_Observability.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/10_Failure_Recovery_Degradation.md","1963","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/10_Failure_Recovery_Degradation.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/11_Extensibility_Model.md","1789","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/11_Extensibility_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/12_Operational_Runbook.md","1931","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/12_Operational_Runbook.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/13_Acceptance_Criteria.md","2206","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/docs/13_Acceptance_Criteria.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/events/CES_Module_09_Event_Catalog.md","4509","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/events/CES_Module_09_Event_Catalog.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/operations/Reindexing_Backfill_Runbook.md","1129","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/operations/Reindexing_Backfill_Runbook.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/README.md","4863","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/README.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Abuse_Protection_Model.md","914","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Abuse_Protection_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Permission_Matrix.md","1160","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Permission_Matrix.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Privacy_Redaction_Model.md","848","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/security/Privacy_Redaction_Model.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/testing/Acceptance_Test_Checklist.md","1226","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/testing/Acceptance_Test_Checklist.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/testing/Test_Strategy.md","1396","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/testing/Test_Strategy.md"
"module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/VERSION.md","561","2026-07-13T16:33:59","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_09_Search_Discovery_Filtering_Engine_v1_0/VERSION.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/01_Overview/Module_10_Overview.md","1597","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/01_Overview/Module_10_Overview.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/02_Architecture/Architecture.md","1781","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/02_Architecture/Architecture.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/02_Architecture/Dependency_Map.md","980","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/02_Architecture/Dependency_Map.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/03_Domain_Model/Domain_Model.md","1613","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/03_Domain_Model/Domain_Model.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/03_Domain_Model/State_Model.md","631","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/03_Domain_Model/State_Model.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/04_CES/Core_Event_Specification.md","2703","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/04_CES/Core_Event_Specification.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/05_CCS/Core_Configuration_Specification.md","2442","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/05_CCS/Core_Configuration_Specification.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/06_Contracts/Cross_Module_Contracts.md","1777","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/06_Contracts/Cross_Module_Contracts.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/07_Permissions_Audit/Permissions_and_Audit.md","1450","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/07_Permissions_Audit/Permissions_and_Audit.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/08_Security_Privacy/Security_Privacy.md","1351","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/08_Security_Privacy/Security_Privacy.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/09_Operations/Operations_Runbook.md","1295","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/09_Operations/Operations_Runbook.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/10_Extensibility/Extension_Points.md","1018","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/10_Extensibility/Extension_Points.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/11_Testing/Acceptance_Tests.md","1531","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/11_Testing/Acceptance_Tests.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/12_Implementation_Guides/Implementation_Guide.md","1767","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/12_Implementation_Guides/Implementation_Guide.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/README.md","1879","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/README.md"
"module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/VERSION.md","222","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_10_Geospatial_Maps_Location_Engine_v1_0/VERSION.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/00_OVERVIEW/Module_11_Executive_Overview.md","1348","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/00_OVERVIEW/Module_11_Executive_Overview.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/01_ARCHITECTURE/Enterprise_Architecture_Specification.md","1767","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/01_ARCHITECTURE/Enterprise_Architecture_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/02_DOMAIN/Domain_Model_Specification.md","1628","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/02_DOMAIN/Domain_Model_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/02_DOMAIN/State_Machines.md","695","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/02_DOMAIN/State_Machines.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/03_WORKFLOWS/Core_Workflows.md","1265","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/03_WORKFLOWS/Core_Workflows.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/04_POLICY_ENGINE/Policy_Engine_Specification.md","1086","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/04_POLICY_ENGINE/Policy_Engine_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/05_REFERRALS/Referral_Engine_Specification.md","833","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/05_REFERRALS/Referral_Engine_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/06_CAMPAIGNS/Campaign_Engine_Specification.md","766","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/06_CAMPAIGNS/Campaign_Engine_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/07_REWARDS/Reward_Lifecycle_Specification.md","893","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/07_REWARDS/Reward_Lifecycle_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/08_COMMISSION/Commission_Policy_Specification.md","862","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/08_COMMISSION/Commission_Policy_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/09_FRAUD/Fraud_Prevention_Specification.md","769","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/09_FRAUD/Fraud_Prevention_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/10_CES/Event_Catalog.md","1360","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/10_CES/Event_Catalog.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/11_CCS/Configuration_Catalog.md","990","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/11_CCS/Configuration_Catalog.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/12_CONTRACTS/Cross_Module_Contracts.md","1096","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/12_CONTRACTS/Cross_Module_Contracts.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/13_SECURITY_PERMISSIONS/Permission_Matrix.md","1100","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/13_SECURITY_PERMISSIONS/Permission_Matrix.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/14_AUDIT_REPORTING/Audit_Specification.md","750","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/14_AUDIT_REPORTING/Audit_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/14_AUDIT_REPORTING/Reporting_Specification.md","571","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/14_AUDIT_REPORTING/Reporting_Specification.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/15_TESTS/Acceptance_Criteria.md","883","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/15_TESTS/Acceptance_Criteria.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/15_TESTS/Test_Scenarios.md","1012","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/15_TESTS/Test_Scenarios.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/16_OPERATIONS/Operations_Runbook.md","724","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/16_OPERATIONS/Operations_Runbook.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/99_FREEZE/FREEZE_MANIFEST.md","581","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/99_FREEZE/FREEZE_MANIFEST.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/CHANGELOG.md","319","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/CHANGELOG.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/README.md","2135","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/README.md"
"module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/VERSION.md","264","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_11_Incentives_Referrals_Promotions_Commission_Policy_Engine_v1_0/VERSION.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/00_EXECUTIVE_OVERVIEW.md","1578","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/00_EXECUTIVE_OVERVIEW.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/01_ENTERPRISE_ARCHITECTURE_SPEC.md","5454","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/01_ENTERPRISE_ARCHITECTURE_SPEC.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/02_DOMAIN_MODEL_SPEC.md","3864","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/02_DOMAIN_MODEL_SPEC.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/03_WORKFLOW_STATE_MACHINE_SPEC.md","879","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/03_WORKFLOW_STATE_MACHINE_SPEC.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/04_CES_EVENT_CATALOG.md","5666","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/04_CES_EVENT_CATALOG.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/05_CCS_CONFIGURATION_CATALOG.md","4009","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/05_CCS_CONFIGURATION_CATALOG.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/06_API_CONTRACTS.md","2885","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/06_API_CONTRACTS.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/07_PERMISSION_MATRIX.md","1291","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/07_PERMISSION_MATRIX.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/08_AUDIT_SECURITY_COMPLIANCE_SPEC.md","1248","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/08_AUDIT_SECURITY_COMPLIANCE_SPEC.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/09_INTEGRATION_CONTRACTS.md","3494","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/09_INTEGRATION_CONTRACTS.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/10_REPORTING_ANALYTICS_SPEC.md","891","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/10_REPORTING_ANALYTICS_SPEC.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/11_EXTENSION_POINTS.md","790","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/11_EXTENSION_POINTS.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/12_ACCEPTANCE_TEST_SCENARIOS.md","2644","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/12_ACCEPTANCE_TEST_SCENARIOS.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/13_FREEZE_MANIFEST.md","848","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/13_FREEZE_MANIFEST.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/CHANGELOG.md","192","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/CHANGELOG.md"
"module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/README.md","1817","2026-07-13T16:34:00","ARCHIVE","_archive/documentation/20260714-124624/module/Senior_Platform_Module_12_Communication_Notification_Engine_v1_0/README.md"
